Date,Location,Variant,Num Sequences,Num Sequences Total,Perc Sequences
12/21/2020,Kosovo,B.1.1.302,0,3,0
12/21/2020,Latvia,B.1.1.302,0,5,0
12/21/2020,Lebanon,B.1.1.302,0,1,0
12/21/2020,Liechtenstein,B.1.1.302,0,12,0
12/21/2020,Lithuania,B.1.1.302,0,206,0
12/21/2020,Luxembourg,B.1.1.302,0,676,0
12/21/2020,Madagascar,B.1.1.302,0,21,0
12/21/2020,Malawi,B.1.1.302,0,1,0
12/21/2020,Malaysia,B.1.1.302,0,65,0
12/21/2020,Mauritius,B.1.1.302,0,2,0
12/21/2020,Mexico,B.1.1.302,0,310,0
12/21/2020,Mongolia,B.1.1.302,0,1,0
12/21/2020,Morocco,B.1.1.302,0,26,0
12/21/2020,Mozambique,B.1.1.302,0,11,0
12/21/2020,Netherlands,B.1.1.302,0,818,0
3/22/2021,Australia,Alpha,61,122,50
3/22/2021,Austria,Alpha,483,567,85.19
3/22/2021,Bahrain,Alpha,6,7,85.71
3/22/2021,Bangladesh,Alpha,19,156,12.18
3/22/2021,Belgium,Alpha,2210,2935,75.3
3/22/2021,Belize,Alpha,0,2,0
3/22/2021,Bosnia and Herzegovina,Alpha,9,9,100
3/22/2021,Botswana,Alpha,0,64,0
3/22/2021,Brazil,Alpha,78,1929,4.04
3/22/2021,Bulgaria,Alpha,623,630,98.89
3/22/2021,Cambodia,Alpha,13,13,100
3/22/2021,Cameroon,Alpha,0,5,0
3/22/2021,Canada,Alpha,3194,7112,44.91
3/22/2021,Chile,Alpha,11,140,7.86
3/22/2021,Colombia,Alpha,3,79,3.8
3/22/2021,Costa Rica,Alpha,12,80,15
3/22/2021,Croatia,Alpha,548,626,87.54
3/22/2021,Curacao,Alpha,52,55,94.55
3/22/2021,Czechia,Alpha,469,556,84.35
3/22/2021,Denmark,Alpha,5799,6351,91.31
3/22/2021,Djibouti,Alpha,13,26,50
3/22/2021,Dominican Republic,Alpha,4,58,6.9
3/22/2021,Ecuador,Alpha,3,17,17.65
3/22/2021,Egypt,Alpha,1,12,8.33
3/22/2021,Estonia,Alpha,769,1018,75.54
3/22/2021,Ethiopia,Alpha,2,4,50
3/22/2021,Fiji,Alpha,0,1,0
3/22/2021,Finland,Alpha,1109,1715,64.66
3/22/2021,France,Alpha,5022,6421,78.21
3/22/2021,Gambia,Alpha,34,43,79.07
3/22/2021,Georgia,Alpha,5,6,83.33
3/22/2021,Germany,Alpha,11445,14479,79.05
3/22/2021,Ghana,Alpha,31,61,50.82
3/22/2021,Greece,Alpha,973,1040,93.56
3/22/2021,Guatemala,Alpha,2,14,14.29
3/22/2021,Hong Kong,Alpha,8,139,5.76
3/22/2021,Iceland,Alpha,42,54,77.78
3/22/2021,India,Alpha,1238,3761,32.92
3/22/2021,Indonesia,Alpha,2,252,0.79
3/22/2021,Iraq,Alpha,5,5,100
3/22/2021,Ireland,Alpha,1633,1718,95.05
3/22/2021,Israel,Alpha,906,925,97.95
3/22/2021,Italy,Alpha,4310,5646,76.34
3/22/2021,Jamaica,Alpha,1,1,100
3/22/2021,Japan,Alpha,553,2208,25.05
3/22/2021,Jordan,Alpha,16,29,55.17
3/22/2021,Kazakhstan,Alpha,38,39,97.44
3/22/2021,Kenya,Alpha,167,261,63.98
3/22/2021,Latvia,Alpha,496,991,50.05
3/22/2021,Lebanon,Alpha,130,130,100
3/22/2021,Lithuania,Alpha,834,1395,59.78
3/22/2021,Luxembourg,Alpha,434,683,63.54
3/22/2021,Madagascar,Alpha,2,39,5.13
3/22/2021,Malawi,Alpha,3,23,13.04
3/22/2021,Malaysia,Alpha,0,64,0
3/22/2021,Maldives,Alpha,2,2,100
3/22/2021,Mauritius,Alpha,0,89,0
3/22/2021,Mexico,Alpha,28,1130,2.48
3/22/2021,Moldova,Alpha,2,2,100
3/22/2021,Mongolia,Alpha,5,7,71.43
3/22/2021,Morocco,Alpha,24,24,100
3/22/2021,Mozambique,Alpha,0,83,0
3/22/2021,Netherlands,Alpha,3524,4040,87.23
3/22/2021,New Zealand,Alpha,15,28,53.57
3/22/2021,Nigeria,Alpha,9,45,20
3/22/2021,North Macedonia,Alpha,23,26,88.46
3/22/2021,Oman,Alpha,7,7,100
3/22/2021,Pakistan,Alpha,30,31,96.77
3/22/2021,Papua New Guinea,Alpha,0,368,0
3/22/2021,Paraguay,Alpha,1,55,1.82
3/22/2021,Peru,Alpha,2,238,0.84
3/22/2021,Philippines,Alpha,295,780,37.82
3/22/2021,Poland,Alpha,1958,2146,91.24
3/22/2021,Portugal,Alpha,347,443,78.33
3/22/2021,Qatar,Alpha,35,121,28.93
3/22/2021,Romania,Alpha,238,260,91.54
3/22/2021,Russia,Alpha,40,263,15.21
3/22/2021,Rwanda,Alpha,0,4,0
3/22/2021,Senegal,Alpha,2,5,40
3/22/2021,Serbia,Alpha,10,11,90.91
3/22/2021,Singapore,Alpha,10,45,22.22
3/22/2021,Sint Maarten (Dutch part),Alpha,6,7,85.71
3/22/2021,Slovakia,Alpha,527,583,90.39
3/22/2021,Slovenia,Alpha,658,1303,50.5
3/22/2021,South Africa,Alpha,10,448,2.23
3/22/2021,South Korea,Alpha,24,271,8.86
3/22/2021,Spain,Alpha,1873,2431,77.05
3/22/2021,Sri Lanka,Alpha,6,48,12.5
3/22/2021,Suriname,Alpha,3,13,23.08
3/22/2021,Sweden,Alpha,11770,13397,87.86
3/22/2021,Switzerland,Alpha,2223,2524,88.07
3/22/2021,Thailand,Alpha,5,33,15.15
3/22/2021,Togo,Alpha,2,12,16.67
3/22/2021,Trinidad and Tobago,Alpha,0,6,0
3/22/2021,Turkey,Alpha,37,978,3.78
3/22/2021,Uganda,Alpha,0,10,0
3/22/2021,Ukraine,Alpha,36,36,100
3/22/2021,United Kingdom,Alpha,34649,35371,97.96
3/22/2021,United States,Alpha,18975,52615,36.06
3/22/2021,Uruguay,Alpha,0,57,0
3/22/2021,Zambia,Alpha,0,5,0
4/5/2021,Angola,Alpha,32,137,23.36
4/5/2021,Argentina,Alpha,32,196,16.33
4/5/2021,Aruba,Alpha,74,92,80.43
4/5/2021,Australia,Alpha,67,123,54.47
4/5/2021,Austria,Alpha,270,291,92.78
4/5/2021,Bahrain,Alpha,1,2,50
4/5/2021,Bangladesh,Alpha,18,87,20.69
4/5/2021,Belgium,Alpha,2821,3438,82.05
4/5/2021,Benin,Alpha,14,176,7.95
4/5/2021,Bosnia and Herzegovina,Alpha,3,3,100
4/5/2021,Botswana,Alpha,0,7,0
4/5/2021,Brazil,Alpha,151,2797,5.4
4/5/2021,Bulgaria,Alpha,552,557,99.1
4/5/2021,Cambodia,Alpha,1,3,33.33
4/5/2021,Canada,Alpha,4503,9805,45.93
4/5/2021,Chile,Alpha,22,266,8.27
4/5/2021,Colombia,Alpha,19,160,11.88
4/5/2021,Costa Rica,Alpha,19,58,32.76
4/5/2021,Croatia,Alpha,716,749,95.59
4/5/2021,Curacao,Alpha,55,57,96.49
4/5/2021,Czechia,Alpha,351,374,93.85
4/5/2021,Denmark,Alpha,6744,7193,93.76
4/5/2021,Djibouti,Alpha,3,64,4.69
4/5/2021,Dominican Republic,Alpha,3,13,23.08
4/5/2021,Ecuador,Alpha,4,23,17.39
4/5/2021,Egypt,Alpha,10,74,13.51
4/5/2021,Estonia,Alpha,979,1121,87.33
4/5/2021,Ethiopia,Alpha,2,6,33.33
4/5/2021,Finland,Alpha,624,987,63.22
4/5/2021,France,Alpha,4805,6026,79.74
4/5/2021,Gambia,Alpha,10,14,71.43
4/5/2021,Georgia,Alpha,3,4,75
4/5/2021,Germany,Alpha,14485,16353,88.58
4/5/2021,Ghana,Alpha,24,46,52.17
4/5/2021,Greece,Alpha,293,338,86.69
4/5/2021,Guatemala,Alpha,2,9,22.22
4/5/2021,Hong Kong,Alpha,13,43,30.23
4/5/2021,Iceland,Alpha,102,103,99.03
4/5/2021,India,Alpha,1127,4734,23.81
4/5/2021,Indonesia,Alpha,2,175,1.14
4/5/2021,Iran,Alpha,7,17,41.18
4/5/2021,Iraq,Alpha,5,5,100
4/5/2021,Ireland,Alpha,1318,1383,95.3
4/5/2021,Israel,Alpha,824,830,99.28
4/5/2021,Italy,Alpha,3020,3420,88.3
4/5/2021,Jamaica,Alpha,9,9,100
4/5/2021,Japan,Alpha,2262,4081,55.43
4/5/2021,Jordan,Alpha,10,13,76.92
4/5/2021,Kazakhstan,Alpha,59,59,100
4/5/2021,Kenya,Alpha,122,169,72.19
4/5/2021,Latvia,Alpha,332,458,72.49
4/5/2021,Lebanon,Alpha,117,117,100
4/5/2021,Liechtenstein,Alpha,0,1,0
4/5/2021,Lithuania,Alpha,1296,1624,79.8
4/5/2021,Luxembourg,Alpha,698,948,73.63
4/5/2021,Madagascar,Alpha,5,52,9.62
4/5/2021,Malawi,Alpha,0,6,0
4/5/2021,Malaysia,Alpha,5,110,4.55
4/5/2021,Maldives,Alpha,3,3,100
4/5/2021,Malta,Alpha,31,38,81.58
4/5/2021,Mauritius,Alpha,0,10,0
4/5/2021,Mexico,Alpha,33,1011,3.26
4/5/2021,Moldova,Alpha,5,5,100
4/5/2021,Morocco,Alpha,14,18,77.78
4/5/2021,Mozambique,Alpha,0,11,0
4/5/2021,Netherlands,Alpha,3560,3860,92.23
4/5/2021,New Zealand,Alpha,20,29,68.97
4/5/2021,Nigeria,Alpha,0,18,0
4/5/2021,North Macedonia,Alpha,35,36,97.22
4/5/2021,Oman,Alpha,9,11,81.82
4/5/2021,Pakistan,Alpha,6,6,100
4/5/2021,Papua New Guinea,Alpha,0,598,0
4/5/2021,Paraguay,Alpha,0,14,0
4/5/2021,Peru,Alpha,7,190,3.68
4/5/2021,Philippines,Alpha,372,1016,36.61
4/5/2021,Poland,Alpha,1753,1803,97.23
4/5/2021,Portugal,Alpha,54,70,77.14
4/5/2021,Qatar,Alpha,16,71,22.54
4/5/2021,Romania,Alpha,264,297,88.89
4/5/2021,Russia,Alpha,78,220,35.45
4/5/2021,Rwanda,Alpha,0,21,0
4/5/2021,Senegal,Alpha,10,17,58.82
4/5/2021,Serbia,Alpha,1,1,100
4/5/2021,Singapore,Alpha,43,164,26.22
4/5/2021,Sint Maarten (Dutch part),Alpha,36,40,90
4/5/2021,Slovakia,Alpha,646,660,97.88
4/5/2021,Slovenia,Alpha,1172,1656,70.77
4/5/2021,South Africa,Alpha,7,324,2.16
4/5/2021,South Korea,Alpha,64,324,19.75
4/5/2021,Spain,Alpha,2358,2788,84.58
4/5/2021,Sri Lanka,Alpha,2,12,16.67
4/5/2021,Suriname,Alpha,12,57,21.05
4/5/2021,Sweden,Alpha,9408,10365,90.77
4/5/2021,Switzerland,Alpha,2340,2521,92.82
4/5/2021,Thailand,Alpha,20,29,68.97
4/5/2021,Togo,Alpha,1,8,12.5
4/5/2021,Trinidad and Tobago,Alpha,5,8,62.5
4/5/2021,Turkey,Alpha,21,1375,1.53
4/5/2021,Uganda,Alpha,11,26,42.31
4/5/2021,Ukraine,Alpha,1,2,50
4/5/2021,United Kingdom,Alpha,29137,29673,98.19
4/5/2021,United States,Alpha,35736,68922,51.85
4/5/2021,Uruguay,Alpha,0,70,0
4/5/2021,Zambia,Alpha,1,9,11.11
4/19/2021,Angola,Alpha,21,83,25.3
4/19/2021,Argentina,Alpha,38,298,12.75
4/19/2021,Aruba,Alpha,96,145,66.21
4/19/2021,Australia,Alpha,73,157,46.5
4/19/2021,Austria,Alpha,309,353,87.54
4/19/2021,Bahrain,Alpha,5,42,11.9
4/19/2021,Bangladesh,Alpha,5,131,3.82
4/19/2021,Belgium,Alpha,2394,2911,82.24
4/19/2021,Belize,Alpha,1,3,33.33
4/19/2021,Benin,Alpha,0,8,0
4/19/2021,Bosnia and Herzegovina,Alpha,17,17,100
4/19/2021,Brazil,Alpha,138,3791,3.64
4/19/2021,Bulgaria,Alpha,370,371,99.73
4/19/2021,Cambodia,Alpha,36,39,92.31
4/19/2021,Cameroon,Alpha,2,7,28.57
4/19/2021,Canada,Alpha,5046,10654,47.36
4/19/2021,Chile,Alpha,22,359,6.13
4/19/2021,Colombia,Alpha,80,803,9.96
4/19/2021,Costa Rica,Alpha,24,71,33.8
4/19/2021,Croatia,Alpha,355,375,94.67
4/19/2021,Curacao,Alpha,60,61,98.36
4/19/2021,Czechia,Alpha,600,635,94.49
4/19/2021,Denmark,Alpha,6807,7082,96.12
4/19/2021,Djibouti,Alpha,2,37,5.41
4/19/2021,Dominican Republic,Alpha,2,17,11.76
4/19/2021,Ecuador,Alpha,13,57,22.81
4/19/2021,Egypt,Alpha,1,10,10
4/19/2021,Estonia,Alpha,356,368,96.74
4/19/2021,Ethiopia,Alpha,0,1,0
4/19/2021,Fiji,Alpha,1,7,14.29
4/19/2021,Finland,Alpha,483,702,68.8
4/19/2021,France,Alpha,3839,5009,76.64
4/19/2021,Gambia,Alpha,0,5,0
4/19/2021,Georgia,Alpha,1,1,100
4/19/2021,Germany,Alpha,18098,19363,93.47
4/19/2021,Ghana,Alpha,41,96,42.71
4/19/2021,Greece,Alpha,538,609,88.34
4/19/2021,Guatemala,Alpha,10,27,37.04
4/19/2021,Hong Kong,Alpha,12,77,15.58
4/19/2021,Iceland,Alpha,85,88,96.59
4/19/2021,India,Alpha,908,7463,12.17
4/19/2021,Indonesia,Alpha,2,183,1.09
4/19/2021,Iran,Alpha,19,22,86.36
4/19/2021,Iraq,Alpha,2,2,100
4/19/2021,Ireland,Alpha,1341,1464,91.6
4/19/2021,Israel,Alpha,424,482,87.97
4/19/2021,Italy,Alpha,3449,3809,90.55
4/19/2021,Jamaica,Alpha,10,10,100
4/19/2021,Japan,Alpha,3682,5582,65.96
4/19/2021,Jordan,Alpha,8,19,42.11
4/19/2021,Kazakhstan,Alpha,35,35,100
4/19/2021,Kenya,Alpha,93,133,69.92
4/19/2021,Kuwait,Alpha,3,3,100
4/19/2021,Latvia,Alpha,638,750,85.07
4/19/2021,Lebanon,Alpha,77,77,100
4/19/2021,Liechtenstein,Alpha,4,16,25
4/19/2021,Lithuania,Alpha,1528,1710,89.36
4/19/2021,Luxembourg,Alpha,870,1043,83.41
4/19/2021,Madagascar,Alpha,17,113,15.04
4/19/2021,Malawi,Alpha,0,40,0
4/19/2021,Malaysia,Alpha,17,208,8.17
4/19/2021,Malta,Alpha,23,32,71.88
4/19/2021,Mauritius,Alpha,0,3,0
4/19/2021,Mexico,Alpha,92,1263,7.28
4/19/2021,Moldova,Alpha,2,2,100
4/19/2021,Monaco,Alpha,2,2,100
4/19/2021,Mongolia,Alpha,2,2,100
4/19/2021,Morocco,Alpha,19,20,95
4/19/2021,Mozambique,Alpha,0,9,0
4/19/2021,Nepal,Alpha,1,4,25
4/19/2021,Netherlands,Alpha,3402,3602,94.45
4/19/2021,New Zealand,Alpha,17,26,65.38
4/19/2021,Nigeria,Alpha,0,7,0
4/19/2021,North Macedonia,Alpha,101,103,98.06
4/19/2021,Oman,Alpha,12,18,66.67
4/19/2021,Pakistan,Alpha,131,138,94.93
4/19/2021,Papua New Guinea,Alpha,0,100,0
4/19/2021,Paraguay,Alpha,2,31,6.45
4/19/2021,Peru,Alpha,9,523,1.72
4/19/2021,Philippines,Alpha,145,386,37.56
4/19/2021,Poland,Alpha,2743,2782,98.6
4/19/2021,Portugal,Alpha,1444,1586,91.05
4/19/2021,Qatar,Alpha,11,119,9.24
4/19/2021,Romania,Alpha,174,186,93.55
4/19/2021,Russia,Alpha,58,313,18.53
4/19/2021,Rwanda,Alpha,0,6,0
4/19/2021,Senegal,Alpha,1,5,20
4/19/2021,Serbia,Alpha,8,8,100
4/19/2021,Seychelles,Alpha,0,1,0
4/19/2021,Singapore,Alpha,35,188,18.62
4/19/2021,Sint Maarten (Dutch part),Alpha,20,20,100
4/19/2021,Slovakia,Alpha,581,616,94.32
4/19/2021,Slovenia,Alpha,1721,2046,84.12
4/19/2021,South Africa,Alpha,3,250,1.2
4/19/2021,South Korea,Alpha,78,408,19.12
4/19/2021,Spain,Alpha,2483,2957,83.97
4/19/2021,Sri Lanka,Alpha,3,8,37.5
4/19/2021,Suriname,Alpha,9,49,18.37
4/19/2021,Sweden,Alpha,7002,7416,94.42
4/19/2021,Switzerland,Alpha,2986,3200,93.31
4/19/2021,Thailand,Alpha,116,129,89.92
4/19/2021,Togo,Alpha,0,14,0
4/19/2021,Trinidad and Tobago,Alpha,1,70,1.43
4/19/2021,Turkey,Alpha,9,21,42.86
4/19/2021,Uganda,Alpha,1,17,5.88
4/19/2021,United Kingdom,Alpha,15150,15908,95.24
4/19/2021,United States,Alpha,49320,80542,61.24
4/19/2021,Uruguay,Alpha,0,134,0
4/19/2021,Zambia,Alpha,0,2,0
5/3/2021,Angola,Alpha,11,34,32.35
5/3/2021,Argentina,Alpha,43,337,12.76
5/3/2021,Aruba,Alpha,86,140,61.43
5/3/2021,Australia,Alpha,63,204,30.88
5/3/2021,Austria,Alpha,290,329,88.15
5/3/2021,Bahrain,Alpha,6,9,66.67
5/3/2021,Bangladesh,Alpha,6,56,10.71
5/3/2021,Belgium,Alpha,2699,3338,80.86
5/3/2021,Belize,Alpha,0,1,0
5/3/2021,Benin,Alpha,2,25,8
5/3/2021,Botswana,Alpha,0,7,0
5/3/2021,Brazil,Alpha,89,3804,2.34
5/3/2021,Bulgaria,Alpha,253,253,100
5/3/2021,Cambodia,Alpha,56,56,100
5/3/2021,Canada,Alpha,6130,11006,55.7
5/3/2021,Chile,Alpha,20,565,3.54
5/3/2021,Colombia,Alpha,17,432,3.94
5/3/2021,Costa Rica,Alpha,30,57,52.63
5/3/2021,Croatia,Alpha,678,786,86.26
5/3/2021,Curacao,Alpha,39,45,86.67
5/3/2021,Czechia,Alpha,726,780,93.08
5/3/2021,Denmark,Alpha,7378,7679,96.08
5/3/2021,Djibouti,Alpha,2,23,8.7
5/3/2021,Dominican Republic,Alpha,0,1,0
5/3/2021,Ecuador,Alpha,21,65,32.31
5/3/2021,Egypt,Alpha,8,89,8.99
5/3/2021,Estonia,Alpha,344,351,98.01
5/3/2021,Ethiopia,Alpha,1,2,50
5/3/2021,Fiji,Alpha,2,18,11.11
5/3/2021,Finland,Alpha,434,542,80.07
5/3/2021,France,Alpha,3440,4393,78.31
5/3/2021,Gambia,Alpha,2,11,18.18
5/3/2021,Georgia,Alpha,1,3,33.33
5/3/2021,Germany,Alpha,18317,19306,94.88
5/3/2021,Ghana,Alpha,39,84,46.43
5/3/2021,Greece,Alpha,1014,1269,79.91
5/3/2021,Guatemala,Alpha,0,8,0
5/3/2021,Hong Kong,Alpha,1,40,2.5
5/3/2021,Iceland,Alpha,156,157,99.36
5/3/2021,India,Alpha,529,8086,6.54
5/3/2021,Indonesia,Alpha,16,248,6.45
5/3/2021,Iran,Alpha,30,48,62.5
5/3/2021,Iraq,Alpha,5,12,41.67
5/3/2021,Ireland,Alpha,1690,1901,88.9
5/3/2021,Israel,Alpha,320,357,89.64
5/3/2021,Italy,Alpha,3527,4066,86.74
5/3/2021,Jamaica,Alpha,1,1,100
5/3/2021,Japan,Alpha,8709,10178,85.57
5/3/2021,Jordan,Alpha,6,16,37.5
5/3/2021,Kazakhstan,Alpha,47,47,100
5/3/2021,Kenya,Alpha,68,136,50
5/3/2021,Kosovo,Alpha,0,2,0
5/3/2021,Latvia,Alpha,660,725,91.03
5/3/2021,Lebanon,Alpha,90,91,98.9
5/3/2021,Liechtenstein,Alpha,3,12,25
5/3/2021,Lithuania,Alpha,1519,1619,93.82
5/3/2021,Luxembourg,Alpha,900,1073,83.88
5/3/2021,Madagascar,Alpha,1,16,6.25
5/3/2021,Malawi,Alpha,0,33,0
5/3/2021,Malaysia,Alpha,3,125,2.4
5/3/2021,Maldives,Alpha,1,5,20
5/3/2021,Malta,Alpha,17,44,38.64
5/3/2021,Mauritius,Alpha,0,8,0
5/3/2021,Mexico,Alpha,170,1390,12.23
5/3/2021,Moldova,Alpha,4,4,100
5/3/2021,Morocco,Alpha,3,5,60
5/3/2021,Mozambique,Alpha,1,20,5
5/3/2021,Nepal,Alpha,0,17,0
5/3/2021,Netherlands,Alpha,3728,3934,94.76
5/3/2021,New Zealand,Alpha,16,19,84.21
5/3/2021,Nigeria,Alpha,1,23,4.35
5/3/2021,North Macedonia,Alpha,14,15,93.33
5/3/2021,Oman,Alpha,45,53,84.91
5/3/2021,Pakistan,Alpha,47,53,88.68
5/3/2021,Papua New Guinea,Alpha,0,128,0
5/3/2021,Paraguay,Alpha,0,20,0
5/3/2021,Peru,Alpha,0,321,0
5/3/2021,Philippines,Alpha,164,394,41.62
5/3/2021,Poland,Alpha,2598,2636,98.56
5/3/2021,Portugal,Alpha,63,98,64.29
5/3/2021,Qatar,Alpha,33,350,9.43
5/3/2021,Romania,Alpha,121,131,92.37
5/3/2021,Russia,Alpha,64,313,20.45
5/3/2021,Rwanda,Alpha,2,5,40
5/3/2021,Senegal,Alpha,2,2,100
5/3/2021,Serbia,Alpha,13,14,92.86
5/3/2021,Seychelles,Alpha,0,3,0
5/3/2021,Singapore,Alpha,20,191,10.47
5/3/2021,Sint Maarten (Dutch part),Alpha,28,33,84.85
5/3/2021,Slovakia,Alpha,333,337,98.81
5/3/2021,Slovenia,Alpha,1789,1979,90.4
5/3/2021,South Africa,Alpha,18,390,4.62
5/3/2021,South Korea,Alpha,170,530,32.08
5/3/2021,Spain,Alpha,2340,2815,83.13
5/3/2021,Sri Lanka,Alpha,60,66,90.91
5/3/2021,Suriname,Alpha,4,23,17.39
5/3/2021,Sweden,Alpha,6448,6766,95.3
5/3/2021,Switzerland,Alpha,3713,4034,92.04
5/3/2021,Thailand,Alpha,95,99,95.96
5/3/2021,Togo,Alpha,2,8,25
5/3/2021,Trinidad and Tobago,Alpha,0,197,0
5/3/2021,Turkey,Alpha,2,144,1.39
5/3/2021,Uganda,Alpha,0,11,0
5/3/2021,United Arab Emirates,Alpha,0,5,0
5/3/2021,United Kingdom,Alpha,12483,14275,87.45
5/3/2021,United States,Alpha,44950,68541,65.58
5/3/2021,Uruguay,Alpha,0,21,0
5/3/2021,Vietnam,Alpha,6,15,40
5/3/2021,Zambia,Alpha,0,18,0
5/17/2021,Angola,Alpha,0,5,0
5/17/2021,Argentina,Alpha,41,338,12.13
5/17/2021,Aruba,Alpha,54,101,53.47
5/17/2021,Australia,Alpha,49,117,41.88
5/17/2021,Austria,Alpha,545,619,88.05
5/17/2021,Bahrain,Alpha,26,57,45.61
5/17/2021,Bangladesh,Alpha,3,58,5.17
5/17/2021,Belgium,Alpha,2508,3108,80.69
5/17/2021,Belize,Alpha,2,15,13.33
5/17/2021,Benin,Alpha,3,32,9.38
5/17/2021,Bosnia and Herzegovina,Alpha,2,2,100
5/17/2021,Botswana,Alpha,0,19,0
5/17/2021,Brazil,Alpha,69,3247,2.13
5/17/2021,Bulgaria,Alpha,118,118,100
5/17/2021,Cambodia,Alpha,52,52,100
5/17/2021,Canada,Alpha,5069,8584,59.05
5/17/2021,Chile,Alpha,25,625,4
5/17/2021,Colombia,Alpha,9,375,2.4
5/17/2021,Costa Rica,Alpha,21,33,63.64
5/17/2021,Croatia,Alpha,633,639,99.06
5/17/2021,Curacao,Alpha,19,25,76
5/17/2021,Czechia,Alpha,504,558,90.32
5/17/2021,Denmark,Alpha,9506,9822,96.78
5/17/2021,Djibouti,Alpha,1,5,20
5/17/2021,Dominican Republic,Alpha,4,87,4.6
5/17/2021,Ecuador,Alpha,37,139,26.62
5/17/2021,Egypt,Alpha,3,42,7.14
5/17/2021,Estonia,Alpha,320,326,98.16
5/17/2021,Fiji,Alpha,1,22,4.55
5/17/2021,Finland,Alpha,460,601,76.54
5/17/2021,France,Alpha,2532,3260,77.67
5/17/2021,Gambia,Alpha,1,2,50
5/17/2021,Pakistan,Alpha,15,30,50
5/17/2021,Pakistan,B.1.1.277,0,30,0
5/17/2021,Pakistan,B.1.1.302,0,30,0
5/17/2021,Pakistan,B.1.1.519,0,30,0
5/17/2021,Pakistan,B.1.160,0,30,0
5/17/2021,Pakistan,B.1.177,0,30,0
5/17/2021,Pakistan,B.1.221,0,30,0
5/17/2021,Pakistan,B.1.258,0,30,0
5/17/2021,Pakistan,B.1.367,0,30,0
5/17/2021,Pakistan,B.1.620,0,30,0
5/17/2021,Pakistan,Beta,13,30,43.33
5/17/2021,Pakistan,Delta,1,30,3.33
5/17/2021,Pakistan,Epsilon,0,30,0
5/17/2021,Pakistan,Eta,0,30,0
5/17/2021,Pakistan,Gamma,0,30,0
5/17/2021,Pakistan,Iota,0,30,0
5/17/2021,Pakistan,Kappa,0,30,0
5/17/2021,Pakistan,Lambda,0,30,0
5/17/2021,Pakistan,Mu,0,30,0
5/17/2021,Pakistan,Omicron,0,30,0
5/17/2021,Pakistan,S:677H.Robin1,0,30,0
5/17/2021,Pakistan,S:677P.Pelican,0,30,0
5/17/2021,Pakistan,others,1,30,3.34
5/17/2021,Pakistan,non_who,1,30,3.34
5/31/2021,Pakistan,Alpha,41,80,51.25
5/31/2021,Pakistan,B.1.1.277,0,80,0
5/31/2021,Pakistan,B.1.1.302,0,80,0
5/31/2021,Pakistan,B.1.1.519,0,80,0
5/31/2021,Pakistan,B.1.160,0,80,0
5/31/2021,Pakistan,B.1.177,0,80,0
5/31/2021,Pakistan,B.1.221,0,80,0
5/31/2021,Pakistan,B.1.258,0,80,0
5/31/2021,Pakistan,B.1.367,0,80,0
5/31/2021,Pakistan,B.1.620,0,80,0
5/31/2021,Pakistan,Beta,20,80,25
5/31/2021,Pakistan,Delta,14,80,17.5
5/31/2021,Pakistan,Epsilon,0,80,0
5/31/2021,Pakistan,Eta,0,80,0
5/31/2021,Pakistan,Gamma,1,80,1.25
5/31/2021,Pakistan,Iota,0,80,0
5/31/2021,Pakistan,Kappa,0,80,0
5/31/2021,Pakistan,Lambda,0,80,0
5/31/2021,Pakistan,Mu,0,80,0
5/31/2021,Pakistan,Omicron,0,80,0
5/31/2021,Pakistan,S:677H.Robin1,0,80,0
5/31/2021,Pakistan,S:677P.Pelican,0,80,0
5/31/2021,Pakistan,others,4,80,5
5/31/2021,Pakistan,non_who,4,80,5
6/14/2021,Pakistan,Alpha,118,195,60.51
6/14/2021,Pakistan,B.1.1.277,0,195,0
6/14/2021,Pakistan,B.1.1.302,0,195,0
6/14/2021,Pakistan,B.1.1.519,0,195,0
6/14/2021,Pakistan,B.1.160,0,195,0
6/14/2021,Pakistan,B.1.177,0,195,0
6/14/2021,Pakistan,B.1.221,0,195,0
6/14/2021,Pakistan,B.1.258,0,195,0
6/14/2021,Pakistan,B.1.367,0,195,0
6/14/2021,Pakistan,B.1.620,0,195,0
6/14/2021,Pakistan,Beta,30,195,15.38
6/14/2021,Pakistan,Delta,42,195,21.54
6/14/2021,Pakistan,Epsilon,0,195,0
6/14/2021,Pakistan,Eta,0,195,0
6/14/2021,Pakistan,Gamma,0,195,0
6/14/2021,Pakistan,Iota,0,195,0
6/14/2021,Pakistan,Kappa,0,195,0
6/14/2021,Pakistan,Lambda,0,195,0
6/14/2021,Pakistan,Mu,0,195,0
6/14/2021,Pakistan,Omicron,0,195,0
6/14/2021,Pakistan,S:677H.Robin1,0,195,0
6/14/2021,Pakistan,S:677P.Pelican,0,195,0
6/14/2021,Pakistan,others,5,195,2.57
6/14/2021,Pakistan,non_who,5,195,2.57
6/28/2021,Pakistan,Alpha,36,54,66.67
6/28/2021,Pakistan,B.1.1.277,0,54,0
6/28/2021,Pakistan,B.1.1.302,0,54,0
6/28/2021,Pakistan,B.1.1.519,0,54,0
6/28/2021,Pakistan,B.1.160,0,54,0
6/28/2021,Pakistan,B.1.177,0,54,0
6/28/2021,Pakistan,B.1.221,0,54,0
6/28/2021,Pakistan,B.1.258,0,54,0
6/28/2021,Pakistan,B.1.367,0,54,0
